Type,X,Y,Z,U,V,W,Energy,Weight,Cell,Material,Time
2000,45.78869800322526,11.046712870549731,47.952495701110806,0.5600086168093614,-0.8248466450963235,-0.0775780972479069,0.0013251834408527815,1.0,20.0,1.0,1.1855382297967578
5000,45.788699190381884,11.04671104195745,47.95249548522415,0.07271793611004979,-0.9949319188752954,-0.06944478793269798,0.0009067547399223088,1.0,20.0,1.0,1.1855383341774155
2000,45.7911751648875,11.049828486971114,47.94830730143167,-0.6964340540689833,-0.6261227521818069,-0.35064213599241056,0.001138804931280704,1.0,20.0,1.0,1.1855106429396587
5000,45.79117474062655,11.049828105543144,47.94830708782385,-0.5529139627600016,-0.7044561101942709,-0.44500307706238273,0.0009739097625296486,1.0,20.0,1.0,1.1855106736834924
2000,45.79155694806116,11.052417166897044,47.94399664020778,-0.14071959601761896,0.6289870776669504,0.7645739018725582,0.01078438730429797,1.0,20.0,1.0,1.1854878923600811
5000,45.79160233165439,11.052509637926375,47.94417736813186,-0.8110948116731278,-0.3200402632554179,0.48959109098546333,0.0009392679165600311,1.0,20.0,1.0,1.1854951082596468
2000,45.79158961777901,11.052480753869274,47.94408817043784,0.9849095243118047,-0.16009384029431076,0.06575097884985687,0.00104295244940545,1.0,20.0,1.0,1.1854913872106023
5000,45.79158961777901,11.052480753869274,47.94408817043784,0.6463712984803087,-0.7627341178336076,0.020995475547550407,0.0009808369096067787,1.0,20.0,1.0,1.1854913872106023
2000,45.79030111298946,11.054571124614387,47.93863876811288,-0.5806560704560676,0.3964584466927378,0.7110972000285894,0.0028189250574693426,1.0,20.0,1.0,1.1854608919980434
5000,45.79031699928013,11.05458034210243,47.938633932858444,0.6162092790042888,0.7372176098432363,-0.2771214899751378,0.0008837364550586886,1.0,20.0,1.0,1.1854620805049167
2000,44.316991254312214,10.52896338556002,45.54282779417745,0.821879534655721,-0.38949303077811737,-0.4157032709630424,0.7734821800240345,1.0,20.0,1.0,1.175911288445149
5000,44.34621934474161,10.625276920568142,45.52072282835572,0.10308557587348313,0.8828376435993718,-0.4582259912867678,0.0009999760575332823,1.0,20.0,1.0,1.1769511544371585
2000,44.34768689533674,10.6240007625573,45.51914043215522,0.09305711912466369,0.05491154811613741,0.994145409114636,0.0010453227417187546,1.0,20.0,1.0,1.1769079204556459
5000,44.34768692015878,10.624000777204396,45.51914069733338,0.11919324328115789,0.24238286696574243,0.9628309906507921,0.0009978966969706093,1.0,20.0,1.0,1.1769079343874138
2000,44.348340361588825,10.624808481873496,45.5192790200055,-0.7250900606271665,0.2785136510116266,-0.6298210461550691,0.002055381581129293,1.0,20.0,1.0,1.1768979235103563
5000,44.34833144736865,10.624806419905125,45.519270215567865,-0.2994629424420273,0.5870328486248557,-0.7521398678034227,0.000975348820032009,1.0,20.0,1.0,1.1768987715611061
2000,44.351186786310585,10.626500582958219,45.51786127826356,0.17753726046373294,-0.5776576506694766,-0.7967384512938068,0.0015642746323944934,1.0,20.0,1.0,1.1768672142584673
5000,44.35118632554635,10.62650071560225,45.51786642106025,-0.5379371651555166,-0.7484773704941261,0.38782113429085463,0.000987344889115375,1.0,20.0,1.0,1.1768675872678667
2000,44.35173672720214,10.626574370979908,45.51789777537283,-0.6330684769431322,-0.47464029833186955,-0.6115070651270814,0.031415426356711205,1.0,20.0,1.0,1.176863714902438
5000,44.35226065680324,10.626319037584496,45.517231333049835,0.1316463666350802,-0.5018094890279099,0.8549014392743353,0.0009314938753056803,1.0,20.0,1.0,1.1768946417378325
2000,44.35243379654183,10.626432347075214,45.51729307563447,0.2720654141505535,-0.9126511600256878,0.30503814601923873,0.004327361415824245,1.0,20.0,1.0,1.1768880947042757
5000,44.352469824561204,10.626388854328477,45.51728572534406,0.9354418808835215,-0.20427293435902638,-0.2884805986153186,0.0009909110818838857,1.0,20.0,1.0,1.176890245962937
2000,44.35235808384079,10.62668970221266,45.516931184289774,-0.24963082264178932,-0.4202074677059436,0.8724162633005772,0.004703209233435016,1.0,20.0,1.0,1.176881950346081
5000,44.35232871211077,10.626685473782302,45.517001935376236,-0.5534154756947207,-0.22723499990094448,0.8013086584341913,0.000999572906908272,1.0,20.0,1.0,1.1768852808245647
2000,44.352357095471156,10.62668787710478,45.51693469957325,0.6896122524904391,-0.30640269675385834,0.6561648639153321,0.0014112546435375484,1.0,20.0,1.0,1.1768820516010579
5000,44.352358063107175,10.626685122626697,45.51693907058743,-0.18468078982905806,-0.48260944288081603,0.856143172320135,0.0009280039626998533,1.0,20.0,1.0,1.1768823105865833
2000,44.352101172634406,10.626758616077733,45.51705243385073,-0.31484478502326524,-0.001244991157438452,-0.9491423556773094,0.0019280996153158325,1.0,20.0,1.0,1.1768782059974152
5000,44.35209204907582,10.626760647329212,45.51704947075975,0.573324438025626,-0.26180264460368396,-0.776375208285992,0.0009948056740215615,1.0,20.0,1.0,1.1768788580464706
2000,44.35191760710503,10.626743630134628,45.51715774962446,0.1983607158034227,0.2630100403225352,-0.9441815212741099,0.0014698659019484624,1.0,20.0,1.0,1.1768756850705828
5000,44.35191680090093,10.626742124086437,45.51715259940745,-0.23924778539898872,-0.38710070144463643,-0.8904569299650319,0.000954582366273755,1.0,20.0,1.0,1.1768759572855774
2000,44.35163021488192,10.626678299267901,45.51719724342558,0.4683084842687928,0.6757127827557516,0.569297285064969,0.0010662055249168495,1.0,20.0,1.0,1.17687230602668
5000,44.3516305967586,10.626680071824392,45.517198311763515,0.36144421570510843,0.867696445594279,0.3412637649038842,0.0009723348333250954,1.0,20.0,1.0,1.1768724171964187
2000,44.35152194622642,10.626598338067106,45.517360790325256,0.1668434494638677,-0.8694361683184393,-0.4650204431965856,0.0023659042121102433,1.0,20.0,1.0,1.176869998742811
5000,44.35152743142785,10.626584128850666,45.51735356179224,-0.08187626257318359,0.8120801070933863,0.5777734653739658,0.0008469388715221503,1.0,20.0,1.0,1.1768707849137994
2000,44.35409872256209,10.626736255107982,45.51898008624553,-0.4464297370265663,0.563686632688738,0.6949517033768767,0.0012370679603463809,1.0,20.0,1.0,1.1768468029007102
5000,44.354097052868134,10.626738623520987,45.51898272767055,0.16513889548438276,0.5261053065115352,0.8342315935389895,0.0009451728586563554,1.0,20.0,1.0,1.1768469996770992
2000,44.354244719859906,10.626672277829552,45.519097986340896,-0.3512945420094983,-0.11019509222725653,0.9297575955072178,0.0011494564097960114,1.0,20.0,1.0,1.1768456079266874
5000,44.35424397786372,10.626671968283931,45.51909995748452,0.33953894465152357,0.4096074044072485,0.8467201895075409,0.0009001846867113303,1.0,20.0,1.0,1.1768457151830862
2000,44.35961461427031,10.625956750064908,45.5185975951281,-0.5439191065412833,0.10549850225225392,-0.8324794721564389,0.0011182094776238526,1.0,20.0,1.0,1.176810580366795
5000,44.35961427965991,10.625956835108854,45.51859709368854,-0.1936873561835266,0.054690781185867815,-0.9795377106104262,0.0008498193239217462,1.0,20.0,1.0,1.1768106111335295
2000,44.36056743432265,10.625369001520532,45.51808436457167,-0.07761556886227869,-0.9968520628579798,-0.01617987163036784,0.0025833859223205707,1.0,20.0,1.0,1.1768035660298675
5000,44.36056142330838,10.625348707095345,45.518081088862914,-0.44603192807377307,-0.8801127186065252,0.16265645294861275,0.0008977327474912504,1.0,20.0,1.0,1.1768044812904883
2000,44.36201087970892,10.625587681797317,45.5165383765663,0.7246145633374825,-0.06336270298111583,0.6862353112964649,0.001034681366136045,1.0,20.0,1.0,1.176791752699242
5000,44.36201112018351,10.625587898414405,45.516538679580364,0.1769178679886354,0.8754540255269149,0.44975584173535244,0.0009745068132091661,1.0,20.0,1.0,1.1767917807291397
2000,44.36514396704443,10.624027689422146,45.51117911128758,0.719887423198014,-0.3540136980143719,0.5970229472470152,0.001086807839128921,1.0,20.0,1.0,1.1767568239847304
5000,44.36514443322482,10.624027350169337,45.51117970371813,0.45801423333800967,-0.41071399501324896,0.7883761642515913,0.0009990990601049523,1.0,20.0,1.0,1.1767568673586632
2000,44.36303888199926,10.622985323043284,45.500923455647296,0.7353726115462517,-0.40120320620787453,-0.5461346990589113,0.008735160069307728,1.0,20.0,1.0,1.1766978333001634
5000,44.363098985227,10.622917913685093,45.50085236198343,0.3257700875409793,-0.03399047182172957,0.9448378156535009,0.000822059009786267,1.0,20.0,1.0,1.1767036887662636
2000,44.35799150586166,10.618771352142613,45.4968204126793,-0.11488154269155199,0.6828711607870707,-0.721449380701188,0.001263948355190462,1.0,20.0,1.0,1.1766577994763836
5000,44.357992369144675,10.61877275996961,45.49681584018572,0.47368271202376866,0.10234460175261598,-0.8747286841197708,0.000979852900605992,1.0,20.0,1.0,1.1766580680548342
2000,44.35551911563479,10.61515943284428,45.49383169784548,0.9263469848592072,-0.36246271928014423,-0.1024794651347258,0.001255029649893518,1.0,20.0,1.0,1.1766323226284978
5000,44.355524376774916,10.615158350491148,45.49383009272377,0.9526377275032073,-0.30398824001899893,0.008515284356762243,0.0009306481138543032,1.0,20.0,1.0,1.17663260975218
2000,44.354681029833536,10.614359565646513,45.49285596665066,-0.33200905381118223,0.6408719495196074,0.6921366429443981,0.001652750669430732,1.0,20.0,1.0,1.1766251497045013
5000,44.3546803402614,10.614362184137615,45.49285832606785,0.2051168255390326,0.9507436536495982,0.2324082462517268,0.0009652751756228047,1.0,20.0,1.0,1.1766253098802986
2000,44.3535260553743,10.613052204785758,45.49166273552746,-0.8096029071049187,0.4544407821902187,0.37151945883036414,0.001839001,1.0,20.0,1.0,1.1766150738562644
